Student ID;Institution;Year of Study;GPA;Loadshedding Frequency;Loadshedding Duration;Loadshedding Impact
91658;University of KwaZulu-Natal;1;2,05918346;3;7,944477358;Severe
82677;University of Pretoria;4;2,232487788;2;4,88337956;None
22576;University of Cape Town;2;2,638941185;4;0,330778798;Minimal
11134;Stellenbosch University;3;3,839465891;6;14,56270161;Moderate
52175;University of Johannesburg;1;1,053789892;0;13,91998353;Severe
90796;University of KwaZulu-Natal;4;1,675753904;3;0,736598999;None
74109;University of Pretoria;1;1,713190118;3;23,96187237;Minimal
54682;University of Cape Town;4;3,230970814;5;19,29458649;Moderate
56312;Stellenbosch University;4;2,783602458;1;8,432164896;Severe
59845;University of Johannesburg;2;1,146001776;0;5,390005764;None
79462;University of KwaZulu-Natal;2;1,410900764;1;8,69633528;Minimal
22743;University of Pretoria;4;0,029537091;1;19,47745383;Moderate
75657;University of Cape Town;3;1,535918818;2;21,29870525;Severe
64673;Stellenbosch University;4;0,258014119;1;23,24447515;None
63452;University of Johannesburg;1;1,049075299;1;10,3788513;Minimal
56667;University of KwaZulu-Natal;3;3,23921977;3;22,42873379;Moderate
23942;University of Pretoria;4;2,763343266;4;13,76322324;Severe
94378;University of Cape Town;2;3,64120644;2;20,13115131;None
41917;Stellenbosch University;1;1,013312812;1;3,531111825;Minimal
80553;University of Johannesburg;4;1,429044149;0;9,149988738;Moderate
82094;University of KwaZulu-Natal;1;3,122762323;4;2,253571966;Severe
33251;University of Pretoria;3;3,18303353;6;19,32424028;None
56213;University of Cape Town;3;2,2142668;5;2,323090658;Minimal
72777;Stellenbosch University;2;0,613480485;0;7,002294804;Moderate
43696;University of Johannesburg;4;2,506384885;3;1,097996076;Severe
65652;University of KwaZulu-Natal;4;2,110520925;3;7,864517139;None
44899;University of Pretoria;2;3,181841406;0;21,61026167;Minimal
79346;University of Cape Town;4;1,281433421;4;2,101410345;Moderate
89942;Stellenbosch University;3;2,78131879;4;19,91562311;Severe
88254;University of Johannesburg;3;1,422290944;0;0,220633938;None
11928;University of KwaZulu-Natal;3;3,649639526;5;12,18342057;Minimal
88736;University of Pretoria;4;3,669173189;1;3,81155291;Moderate
97797;University of Cape Town;1;2,5814359;4;23,66190701;Severe
62746;Stellenbosch University;1;2,56728012;0;3,661695662;None
99960;University of Johannesburg;3;0,582825867;4;3,633403395;Minimal
47993;University of KwaZulu-Natal;1;0,064015889;6;13,86064511;Moderate
61378;University of Pretoria;3;0,92186241;3;17,94209462;Severe
53901;University of Cape Town;3;1,709499419;5;21,59363641;None
59860;Stellenbosch University;3;1,553113862;2;20,38796443;Minimal
89462;University of Johannesburg;3;2,608622595;3;19,39980686;Moderate
61910;University of KwaZulu-Natal;3;3,301370998;4;14,99119002;Severe
73609;University of Pretoria;2;1,299764324;5;8,199577712;None
63112;University of Cape Town;2;3,495972946;3;5,513955372;Minimal
15484;Stellenbosch University;2;0,575146761;5;12,04203937;Moderate
70489;University of Johannesburg;2;1,0351267;3;13,15410721;Severe
30981;University of KwaZulu-Natal;4;2,577908831;0;1,394869206;None
83140;University of Pretoria;4;3,365865888;1;16,49318886;Minimal
25424;University of Cape Town;2;0,63954594;2;8,994259539;Moderate
68269;Stellenbosch University;2;0,623953678;4;22,87211126;Severe
32796;University of Johannesburg;1;1,743688553;3;0,499978338;None
62767;University of KwaZulu-Natal;4;0,130317097;6;16,29815241;Minimal
71352;University of Pretoria;1;1,184265928;0;12,35733852;Moderate
89414;University of Cape Town;3;1,589051276;1;10,63088859;Severe
28501;Stellenbosch University;4;3,778084758;5;6,582121511;None
56838;University of Johannesburg;1;2,878401605;3;11,49336358;Minimal
18406;University of KwaZulu-Natal;2;1,328782277;2;1,789888103;Moderate
12579;University of Pretoria;2;2,062769263;5;22,77274729;Severe
51513;University of Cape Town;3;0,807521032;6;15,0426186;None
98835;Stellenbosch University;4;0,486569257;3;5,872195902;Minimal
32827;University of Johannesburg;3;3,910554392;5;6,747998245;Moderate
78713;University of KwaZulu-Natal;4;3,530325786;6;0,591064021;Severe
96857;University of Pretoria;2;2,968182324;3;17,11356989;None
84369;University of Cape Town;2;3,977198625;6;14,76001534;Minimal
45264;Stellenbosch University;3;0,675932762;2;18,41621356;Moderate
14212;University of Johannesburg;2;3,781997802;5;10,36672126;Severe
69283;University of KwaZulu-Natal;3;1,769318523;2;6,194817244;None
12970;University of Pretoria;2;1,863908034;0;16,23765153;Minimal
19722;University of Cape Town;1;0,029624786;1;1,809978366;Moderate
14143;Stellenbosch University;2;3,23445074;6;8,730249737;Severe
39187;University of Johannesburg;1;2,277271593;0;5,551451695;None
61410;University of KwaZulu-Natal;3;1,906651234;1;11,99043936;Minimal
24457;University of Pretoria;4;3,343568218;0;19,12195879;Moderate
40362;University of Cape Town;2;1,972134717;2;2,210498501;Severe
50345;Stellenbosch University;1;0,794832973;6;12,13364492;None
12331;University of Johannesburg;2;3,040802822;2;22,06436952;Minimal
26401;University of KwaZulu-Natal;1;3,806637308;0;10,18460978;Moderate
47656;University of Pretoria;2;3,388487623;5;22,88515545;Severe
52995;University of Cape Town;3;3,396181498;0;23,80208879;None
10108;Stellenbosch University;3;1,320280318;2;22,06696584;Minimal
14066;University of Johannesburg;3;3,965396524;6;6,442964984;Moderate
85756;University of KwaZulu-Natal;2;3,514040545;2;21,38351116;Severe
72227;University of Pretoria;1;0,469176216;1;3,8019978;None
61764;University of Cape Town;2;1,248281114;3;1,257272632;Minimal
88471;Stellenbosch University;4;1,119461904;2;16,06878863;Moderate
70035;University of Johannesburg;2;1,456013148;0;8,381055245;Severe
13792;University of KwaZulu-Natal;4;0,596722095;0;10,47819068;None
36982;University of Pretoria;1;2,124428777;6;13,3244537;Minimal
52138;University of Cape Town;3;0,39400076;4;19,28207906;Moderate
96284;Stellenbosch University;1;2,00809619;1;18,62538991;Severe
13804;University of Johannesburg;2;2,033259477;4;7,48420535;None
70891;University of KwaZulu-Natal;3;2,372321096;3;0,823386351;Minimal
99736;University of Pretoria;4;2,476599726;3;17,33497481;Moderate
39215;University of Cape Town;1;2,808681659;1;18,15619265;Severe
40756;Stellenbosch University;1;0,158898719;4;11,33320786;None
82923;University of Johannesburg;4;2,963593873;1;4,835521721;Minimal
69266;University of KwaZulu-Natal;3;3,747193623;0;10,85677557;Moderate
71352;University of Pretoria;1;2,622453764;1;19,21743908;Severe
77713;University of Cape Town;2;1,921043952;4;13,22432379;None
29964;Stellenbosch University;2;3,781924872;2;6,104536022;Minimal
57857;University of Johannesburg;4;3,249733686;5;1,156493089;Moderate
19017;University of KwaZulu-Natal;1;2,13284344;5;12,75222694;Severe
94528;University of Pretoria;1;0,93117546;6;5,275717058;None
95939;University of Cape Town;4;2,543008323;5;15,09548433;Minimal
93691;Stellenbosch University;3;3,382751668;4;4,761612779;Moderate
42528;University of Johannesburg;2;0,183777528;6;9,153128173;Severe
13375;University of KwaZulu-Natal;4;0,214990202;4;15,57696999;None
69099;University of Pretoria;1;3,422011768;6;18,19757031;Minimal
36897;University of Cape Town;4;1,842499316;4;18,03399364;Moderate
89326;Stellenbosch University;4;0,078795274;2;23,44540446;Severe
10695;University of Johannesburg;1;0,786269256;5;4,952925794;None
46471;University of KwaZulu-Natal;2;1,981167999;3;6,605653877;Minimal
60945;University of Pretoria;2;3,430262879;1;10,68100435;Moderate
58501;University of Cape Town;4;0,193277184;3;7,767605826;Severe
46164;Stellenbosch University;2;0,695216727;5;1,72408233;None
61847;University of Johannesburg;3;0,448251146;4;16,27453498;Minimal
97926;University of KwaZulu-Natal;2;0,22914441;5;3,046489055;Moderate
94388;University of Pretoria;4;3,569548489;0;9,639760393;Severe
60635;University of Cape Town;4;1,273352388;4;22,74975222;None
21562;Stellenbosch University;1;1,543450083;3;1,001094821;Minimal
51324;University of Johannesburg;3;1,271574207;0;14,31778263;Moderate
40084;University of KwaZulu-Natal;4;2,734780331;4;4,527116719;Severe
53497;University of Pretoria;1;3,26101334;4;8,798531054;None
47881;University of Cape Town;4;3,075383493;3;17,69644466;Minimal
35527;Stellenbosch University;3;0,267363778;4;17,38825871;Moderate
21856;University of Johannesburg;4;3,475342298;1;3,363928561;Severe
23820;University of KwaZulu-Natal;1;1,866777708;6;15,39114437;None
91772;University of Pretoria;2;2,388574348;6;0,790187783;Minimal
76548;University of Cape Town;3;3,70018575;4;22,10750494;Moderate
48103;Stellenbosch University;3;1,863248168;5;16,37588083;Severe
61464;University of Johannesburg;2;3,830461997;4;14,1985235;None
68910;University of KwaZulu-Natal;3;0,452410985;0;14,81934513;Minimal
44108;University of Pretoria;1;1,635273682;5;5,147322388;Moderate
53329;University of Cape Town;3;0,287005561;2;15,37140996;Severe
75364;Stellenbosch University;2;3,394427474;3;19,45678972;None
67395;University of Johannesburg;4;1,022682118;3;15,78611424;Minimal
48354;University of KwaZulu-Natal;2;3,281566105;6;20,14976524;Moderate
24214;University of Pretoria;2;1,185777321;0;11,4782425;Severe
99394;University of Cape Town;4;0,031197548;3;18,12920563;None
38357;Stellenbosch University;4;1,852640354;2;23,86614604;Minimal
35204;University of Johannesburg;3;1,457999714;5;12,33456694;Moderate
14366;University of KwaZulu-Natal;3;0,72485727;0;17,78172874;Severe
95274;University of Pretoria;4;0,907196435;1;6,509286333;None
36196;University of Cape Town;1;2,264967381;0;21,80837571;Minimal
69185;Stellenbosch University;3;0,649295006;0;6,743406653;Moderate
34895;University of Johannesburg;4;1,707991869;0;2,449586221;Severe
90052;University of KwaZulu-Natal;3;1,048179792;3;6,825616592;None
29706;University of Pretoria;1;1,791488587;5;20,62478773;Minimal
27096;University of Cape Town;4;1,580183622;4;3,001860784;Moderate
74909;Stellenbosch University;1;3,911272098;4;22,88587477;Severe
12981;University of Johannesburg;1;1,221051041;0;15,85854471;None
93723;University of KwaZulu-Natal;2;2,605383623;4;2,680748216;Minimal
45599;University of Pretoria;3;1,229768686;0;14,02944564;Moderate
20786;University of Cape Town;2;0,130653;1;23,71790537;Severe
35976;Stellenbosch University;1;2,797445595;0;4,160001933;None
27699;University of Johannesburg;1;3,408159562;6;0,695228749;Minimal
23235;University of KwaZulu-Natal;1;0,598543052;6;0,348840447;Moderate
89723;University of Pretoria;2;3,642369957;5;6,945141264;Severe
97134;University of Cape Town;1;2,664474531;0;20,4986592;None
94907;Stellenbosch University;2;3,554844269;5;10,88387204;Minimal
72168;University of Johannesburg;2;2,44443443;0;0,423910316;Moderate
67551;University of KwaZulu-Natal;1;3,750099387;0;20,23830542;Severe
32471;University of Pretoria;3;2,473742678;0;19,76494157;None
32496;University of Cape Town;3;0,955493334;0;1,958577578;Minimal
93822;Stellenbosch University;3;3,869600984;4;15,00826073;Moderate
23473;University of Johannesburg;1;3,402694116;0;15,90791858;Severe
17536;University of KwaZulu-Natal;2;2,237034198;5;5,634024378;None
82535;University of Pretoria;2;2,264966126;5;15,2474792;Minimal
40956;University of Cape Town;4;0,966428221;3;13,42651825;Moderate
23195;Stellenbosch University;4;0,143927042;0;15,37033556;Severe
52345;University of Johannesburg;4;2,135251196;5;2,102843975;None
65429;University of KwaZulu-Natal;2;2,99632717;3;1,76334016;Minimal
41125;University of Pretoria;3;0,346632613;2;9,858537529;Moderate
75242;University of Cape Town;3;0,65346232;4;0,538924107;Severe
52700;Stellenbosch University;2;2,638406531;2;13,74177255;None
86454;University of Johannesburg;3;1,149859863;0;10,53129342;Minimal
99786;University of KwaZulu-Natal;3;3,89788996;2;5,127400896;Moderate
73063;University of Pretoria;3;1,524115688;4;22,47487294;Severe
42546;University of Cape Town;1;2,741639624;2;1,701536612;None
80796;Stellenbosch University;4;1,652187517;3;10,87395178;Minimal
41739;University of Johannesburg;1;3,531452473;1;14,40187489;Moderate
55873;University of KwaZulu-Natal;3;2,113808041;0;17,72718351;Severe
47598;University of Pretoria;4;2,379999002;1;7,026837101;None
28442;University of Cape Town;1;1,583035006;5;7,870733705;Minimal
86445;Stellenbosch University;1;2,200945194;2;23,87720848;Moderate
46086;University of Johannesburg;3;1,197484476;2;3,180981426;Severe
64958;University of KwaZulu-Natal;4;3,860913865;5;20,41864539;None
73240;University of Pretoria;2;0,997499777;4;4,036649537;Minimal
11531;University of Cape Town;4;1,996643972;1;14,29347899;Moderate
61475;Stellenbosch University;1;1,059558003;6;13,98342419;Severe
11442;University of Johannesburg;4;1,232866099;2;14,14493756;None
83335;University of KwaZulu-Natal;2;1,370223408;4;3,903498581;Minimal
75773;University of Pretoria;2;0,564597223;6;23,01299191;Moderate
40435;University of Cape Town;3;0,678910423;3;17,08346699;Severe
39558;Stellenbosch University;3;1,505609254;1;16,94857084;None
68510;University of Johannesburg;4;3,072372148;0;16,82879469;Minimal
50016;University of KwaZulu-Natal;3;0,367771512;6;0,446735313;Moderate
30467;University of Pretoria;1;3,186038623;4;20,95482961;Severe
81536;University of Cape Town;1;0,637365277;2;11,83449912;None
91686;Stellenbosch University;3;1,825682011;1;4,911240072;Minimal
48023;University of Johannesburg;2;3,874437583;2;12,6056343;Moderate
24738;University of KwaZulu-Natal;1;1,879789673;0;8,914240953;Severe
12588;University of Pretoria;2;0,569884171;5;0,375682638;None
84589;University of Cape Town;4;1,442434046;0;19,94243899;Minimal
34884;Stellenbosch University;2;2,888995795;4;19,78184047;Moderate
22749;University of Johannesburg;4;1,250207513;6;14,02508119;Severe
85839;University of KwaZulu-Natal;4;1,465614598;4;23,77584255;None
24986;University of Pretoria;1;2,656608499;1;4,697538899;Minimal
54477;University of Cape Town;3;0,405372246;0;4,323662447;Moderate
54467;Stellenbosch University;3;1,966571175;6;19,68862645;Severe
79431;University of Johannesburg;3;3,47738382;4;11,47228742;None
31682;University of KwaZulu-Natal;3;2,663507341;1;4,452727774;Minimal
65178;University of Pretoria;4;3,615899927;0;14,19421732;Moderate
85109;University of Cape Town;2;3,634620015;3;13,21825233;Severe
84196;Stellenbosch University;1;1,722282526;1;7,776751186;None
49777;University of Johannesburg;1;3,566419259;4;14,04292855;Minimal
59319;University of KwaZulu-Natal;2;2,658549785;6;15,81338508;Moderate
63773;University of Pretoria;4;0,092955213;6;15,58988233;Severe
11176;University of Cape Town;1;3,473874271;3;23,47482617;None
96005;Stellenbosch University;1;3,353779863;6;7,409290364;Minimal
22847;University of Johannesburg;1;3,817123851;4;5,220304423;Moderate
85181;University of KwaZulu-Natal;2;1,906550333;3;10,88137809;Severe
68659;University of Pretoria;4;3,820085997;2;10,07020611;None
66051;University of Cape Town;1;2,875199359;4;19,83667812;Minimal
52448;Stellenbosch University;1;0,275092983;3;22,42920769;Moderate
71325;University of Johannesburg;3;3,084209995;3;2,289427354;Severe
38291;University of KwaZulu-Natal;1;0,687003271;0;6,829668123;None
25520;University of Pretoria;3;1,806631915;5;17,55751352;Minimal
45710;University of Cape Town;2;0,805010466;1;0,135825418;Moderate
37251;Stellenbosch University;4;3,030638486;4;21,66300992;Severe
94718;University of Johannesburg;3;2,278458612;5;23,62205983;None
58234;University of KwaZulu-Natal;1;3,337249394;0;21,68173136;Minimal
93109;University of Pretoria;4;1,418446305;0;21,13073545;Moderate
94701;University of Cape Town;2;0,858609092;3;6,097853078;Severe
62113;Stellenbosch University;2;2,702409764;1;19,4211234;None
54509;University of Johannesburg;1;2,752406521;4;8,817261234;Minimal
14561;University of KwaZulu-Natal;2;1,519097177;3;3,46719378;Moderate
20011;University of Pretoria;4;3,66400889;5;6,954685428;Severe
59972;University of Cape Town;2;1,331019511;5;3,599637347;None
71529;Stellenbosch University;2;0,616687182;4;3,062211625;Minimal
76742;University of Johannesburg;2;1,772838702;1;18,16195777;Moderate
31007;University of KwaZulu-Natal;1;1,83380097;4;11,30167209;Severe
58111;University of Pretoria;4;0,828294942;3;8,469001767;None
45143;University of Cape Town;2;3,644732835;5;17,27282807;Minimal
98184;Stellenbosch University;3;0,666062875;4;7,559729586;Moderate
85149;University of Johannesburg;3;0,557280253;3;1,476214378;Severe
27811;University of KwaZulu-Natal;2;2,633660685;5;10,82345773;None
74314;University of Pretoria;2;2,994686736;1;22,7505353;Minimal
34478;University of Cape Town;2;0,813584552;5;1,334543309;Moderate
39444;Stellenbosch University;4;2,248437666;4;14,31391091;Severe
80484;University of Johannesburg;1;0,207597829;3;19,87778032;None
58648;University of KwaZulu-Natal;2;0,268950163;2;4,256716776;Minimal
97940;University of Pretoria;3;3,38914921;6;15,86853914;Moderate
37323;University of Cape Town;1;0,58443653;3;7,445930558;Severe
46825;Stellenbosch University;1;3,653154118;3;5,195233621;None
43950;University of Johannesburg;1;0,627949513;4;11,1125182;Minimal
36356;University of KwaZulu-Natal;1;3,120232244;5;23,24649436;Moderate
69930;University of Pretoria;2;0,464805038;3;18,09770325;Severe
25461;University of Cape Town;4;2,522379691;6;0,069508755;None
38267;Stellenbosch University;3;2,697196036;2;10,0840207;Minimal
53093;University of Johannesburg;1;1,913683805;0;11,38949815;Moderate
34477;University of KwaZulu-Natal;3;3,541228014;0;12,1470898;Severe
22403;University of Pretoria;1;2,042299177;3;11,04232028;None
80043;University of Cape Town;1;0,064428406;3;6,386007352;Minimal
40674;Stellenbosch University;3;2,274288503;2;10,33152732;Moderate
80796;University of Johannesburg;4;1,371933346;0;1,568521343;Severe
28178;University of KwaZulu-Natal;2;2,680789522;0;13,06148497;None
50620;University of Pretoria;2;1,99614151;2;3,657674411;Minimal
32087;University of Cape Town;3;3,497427423;3;11,48969689;Moderate
34997;Stellenbosch University;3;1,861732145;4;22,54443329;Severe
33204;University of Johannesburg;4;2,73995922;3;16,68480005;None
21163;University of KwaZulu-Natal;4;1,844414625;5;5,790969326;Minimal
25249;University of Pretoria;2;1,27380634;0;12,88397751;Moderate
72606;University of Cape Town;1;1,335147789;0;0,196668255;Severe
79147;Stellenbosch University;2;0,297414935;0;23,71204724;None
78071;University of Johannesburg;3;2,856598231;2;9,329907438;Minimal
99359;University of KwaZulu-Natal;1;0,982415836;4;3,390857524;Moderate
16527;University of Pretoria;3;0,208017219;3;23,67415348;Severe
48708;University of Cape Town;2;2,990538383;1;1,43350518;None
72138;Stellenbosch University;3;3,31937822;2;11,89434312;Minimal
49496;University of Johannesburg;1;3,437845126;5;7,724241297;Moderate
38464;University of KwaZulu-Natal;3;2,287806141;4;15,48430278;Severe
12113;University of Pretoria;2;3,817462913;5;15,7058196;None
20991;University of Cape Town;2;3,420156119;5;1,086122776;Minimal
90793;Stellenbosch University;3;3,580858039;2;10,38824699;Moderate
89884;University of Johannesburg;2;1,219160856;0;13,59392517;Severe
27432;University of KwaZulu-Natal;1;2,56115904;6;23,91552578;None
65234;University of Pretoria;4;1,00654889;1;19,13398457;Minimal
65197;University of Cape Town;3;2,944068646;3;0,908883038;Moderate
87780;Stellenbosch University;2;2,442372559;1;7,2724045;Severe
21237;University of Johannesburg;1;3,740311469;2;12,24341123;None
81638;University of KwaZulu-Natal;2;1,419341622;6;9,108348884;Minimal
91358;University of Pretoria;4;0,625906866;5;4,570063302;Moderate
28060;University of Cape Town;4;0,127645922;5;8,056836689;Severe
54577;Stellenbosch University;3;0,312329917;6;0,872229071;None
42902;University of Johannesburg;3;0,792294412;3;14,99359764;Minimal
69950;University of KwaZulu-Natal;2;3,04976492;5;9,816992729;Moderate
24381;University of Pretoria;1;3,197926678;2;4,123998008;Severe
89298;University of Cape Town;2;0,246127143;2;13,83326431;None
49460;Stellenbosch University;3;0,948848922;6;2,626408123;Minimal
69064;University of Johannesburg;2;2,788355186;4;1,875985267;Moderate
82854;University of KwaZulu-Natal;3;0,50567144;5;15,80420723;Severe
43569;University of Pretoria;3;2,106471192;0;22,74742464;None
86447;University of Cape Town;2;1,778525902;4;0,481997327;Minimal
89458;Stellenbosch University;2;3,738427852;5;23,5990753;Moderate
23631;University of Johannesburg;3;3,493998012;4;7,010691366;Severe
73586;University of KwaZulu-Natal;3;1,095836265;3;18,6704594;None
43476;University of Pretoria;4;1,541516651;4;11,17293295;Minimal
73467;University of Cape Town;3;1,197650402;3;7,340713191;Moderate
27485;Stellenbosch University;3;3,31864202;5;22,59042166;Severe
41894;University of Johannesburg;1;2,899562077;0;18,89875509;None
28214;University of KwaZulu-Natal;4;3,230422425;2;4,953675166;Minimal
98615;University of Pretoria;3;0,955550377;3;15,34617292;Moderate
12636;University of Cape Town;4;2,9528921;6;15,83986829;Severe
21664;Stellenbosch University;4;1,592067714;4;17,58029266;None
43858;University of Johannesburg;3;1,826903163;2;13,58623175;Minimal
86356;University of KwaZulu-Natal;4;1,229202531;2;18,4893166;Moderate
56339;University of Pretoria;2;0,682238995;6;16,40431521;Severe
30706;University of Cape Town;3;2,887707765;4;5,642977124;None
93984;Stellenbosch University;1;2,529258628;4;0,104778107;Minimal
98159;University of Johannesburg;2;3,120043127;1;0,263998601;Moderate
14522;University of KwaZulu-Natal;2;3,018442829;6;13,4399564;Severe
88873;University of Pretoria;2;2,395788929;3;2,219907309;None
92829;University of Cape Town;4;1,946040867;3;0,108108667;Minimal
47771;Stellenbosch University;1;2,252738914;1;1,571807425;Moderate
57445;University of Johannesburg;1;2,274014554;3;1,493125845;Severe
23169;University of KwaZulu-Natal;3;1,75786411;5;16,05195994;None
55348;University of Pretoria;2;3,761634209;6;23,82364192;Minimal
95548;University of Cape Town;4;2,747987302;3;6,731720022;Moderate
34113;Stellenbosch University;1;2,909612602;3;22,32084989;Severe
44797;University of Johannesburg;2;1,913543837;6;20,36391991;None
55146;University of KwaZulu-Natal;3;3,148823497;1;1,347830633;Minimal
94221;University of Pretoria;3;0,960520064;0;4,48112754;Moderate
54397;University of Cape Town;2;1,148150723;3;22,60447004;Severe
80107;Stellenbosch University;4;2,688950125;5;23,65888219;None
61406;University of Johannesburg;3;3,401047895;3;11,92333261;Minimal
85073;University of KwaZulu-Natal;3;2,428066158;2;5,861285851;Moderate
64731;University of Pretoria;3;1,254065015;4;6,447876272;Severe
57497;University of Cape Town;1;1,216570292;4;6,270947446;None
83023;Stellenbosch University;4;0,534909843;1;17,63833009;Minimal
33647;University of Johannesburg;2;2,536863645;1;10,24685781;Moderate
97263;University of KwaZulu-Natal;4;3,913270332;3;4,301823274;Severe
40343;University of Pretoria;1;1,212067342;1;19,6653894;None
61010;University of Cape Town;2;1,498389763;6;4,004745166;Minimal
65396;Stellenbosch University;4;3,819756368;0;15,0696583;Moderate
36434;University of Johannesburg;2;0,984191099;4;5,291639014;Severe
34011;University of KwaZulu-Natal;3;2,794410295;2;22,72064287;None
71783;University of Pretoria;1;1,409222598;5;7,642413415;Minimal
75081;University of Cape Town;2;2,88602658;3;19,01413243;Moderate
93353;Stellenbosch University;1;0,057443841;5;5,012237769;Severe
44365;University of Johannesburg;3;3,185596084;5;17,20545235;None
24461;University of KwaZulu-Natal;3;1,18717866;0;12,34609809;Minimal
46571;University of Pretoria;1;2,632244355;3;8,561861204;Moderate
56552;University of Cape Town;1;2,390326396;3;15,78050877;Severe
86853;Stellenbosch University;3;1,025968262;3;13,22645473;None
45489;University of Johannesburg;2;3,371355375;0;8,214459766;Minimal
94675;University of KwaZulu-Natal;3;2,996069665;4;1,824757136;Moderate
51090;University of Pretoria;4;0,023333764;1;16,78563978;Severe
66453;University of Cape Town;1;3,593912754;6;13,78307735;None
27930;Stellenbosch University;1;1,427639067;1;16,89857836;Minimal
17418;University of Johannesburg;2;3,704555228;5;21,7513317;Moderate
81362;University of KwaZulu-Natal;1;2,486179366;2;21,07053197;Severe
94783;University of Pretoria;2;2,857897741;3;7,108730229;None
94588;University of Cape Town;3;2,560596778;3;17,79448066;Minimal
83720;Stellenbosch University;1;2,777246347;6;21,61287504;Moderate
88542;University of Johannesburg;4;3,45901633;0;16,5561038;Severe
77756;University of KwaZulu-Natal;3;1,985445527;0;13,87911441;None
27885;University of Pretoria;4;0,236510884;4;20,85317495;Minimal
96112;University of Cape Town;1;0,042323528;5;9,841923924;Moderate
43470;Stellenbosch University;1;1,092826708;1;16,01962634;Severe
66081;University of Johannesburg;1;3,11784805;5;1,463499991;None
87497;University of KwaZulu-Natal;1;3,557796364;3;23,31456642;Minimal
24727;University of Pretoria;1;0,584853279;5;22,33075031;Moderate
77519;University of Cape Town;4;3,454191886;1;14,50266204;Severe
81094;Stellenbosch University;3;2,999067031;2;9,704497156;None
62162;University of Johannesburg;1;0,074778115;0;2,681966209;Minimal
79685;University of KwaZulu-Natal;2;1,441438709;5;18,32235077;Moderate
34073;University of Pretoria;2;1,785604726;5;21,40769544;Severe
73785;University of Cape Town;3;3,591357277;5;16,59347976;None
66588;Stellenbosch University;2;0,314814063;4;2,389176961;Minimal
61018;University of Johannesburg;3;2,521232123;3;8,418458713;Moderate
36718;University of KwaZulu-Natal;4;2,754891234;3;1,669330976;Severe
82278;University of Pretoria;1;2,765713334;4;21,26421165;None
65706;University of Cape Town;2;1,736839927;6;4,522818427;Minimal
84336;Stellenbosch University;2;3,373966618;6;0,375991473;Moderate
41162;University of Johannesburg;1;2,156902788;1;4,514317887;Severe
69555;University of KwaZulu-Natal;4;3,815054954;2;22,32298602;None
66398;University of Pretoria;4;1,084494975;1;5,468077014;Minimal
91254;University of Cape Town;3;3,883982837;0;21,79266767;Moderate
46671;Stellenbosch University;4;0,406295964;0;23,79538928;Severe
63526;University of Johannesburg;4;0,549650704;6;20,20243113;None
43795;University of KwaZulu-Natal;2;3,531072241;6;19,09627348;Minimal
80178;University of Pretoria;2;3,881096242;2;20,58809444;Moderate
68509;University of Cape Town;2;1,05252584;3;19,67076154;Severe
48681;Stellenbosch University;4;2,393438197;3;15,99799624;None
45134;University of Johannesburg;1;1,329329228;4;5,361657971;Minimal
44943;University of KwaZulu-Natal;4;3,11006832;3;1,613532115;Moderate
56470;University of Pretoria;1;1,466433218;1;18,3440359;Severe
31916;University of Cape Town;4;3,719805289;2;2,12334227;None
65033;Stellenbosch University;3;3,795908702;2;12,60261439;Minimal
85925;University of Johannesburg;3;0,173434347;0;18,38721416;Moderate
18463;University of KwaZulu-Natal;3;3,235766312;6;3,516505209;Severe
27357;University of Pretoria;3;1,219834304;4;22,04680161;None
89749;University of Cape Town;4;2,046184857;6;12,24733954;Minimal
91215;Stellenbosch University;2;1,23377253;6;4,54039225;Moderate
26297;University of Johannesburg;4;3,407135886;1;6,674280797;Severe
82758;University of KwaZulu-Natal;4;0,100240506;2;2,357708178;None
29757;University of Pretoria;1;2,309689853;2;16,1270257;Minimal
58159;University of Cape Town;3;2,852554004;0;3,055593776;Moderate
86266;Stellenbosch University;1;2,099417666;5;16,67831517;Severe
97665;University of Johannesburg;3;3,326717384;3;13,87246359;None
24781;University of KwaZulu-Natal;4;2,73402429;3;4,85997966;Minimal
62096;University of Pretoria;3;0,888385044;5;20,72882679;Moderate
82071;University of Cape Town;1;3,524479874;4;10,51451685;Severe
92158;Stellenbosch University;4;3,964500294;3;21,87692168;None
79954;University of Johannesburg;3;3,228998835;1;4,224922453;Minimal
89833;University of KwaZulu-Natal;3;2,702788223;6;17,63719891;Moderate
22047;University of Pretoria;3;2,82073006;4;22,52235129;Severe
31096;University of Cape Town;4;2,168428588;5;22,84293614;None
90950;Stellenbosch University;2;1,155445843;6;20,5214847;Minimal
48634;University of Johannesburg;4;0,492306799;5;4,536719776;Moderate
79401;University of KwaZulu-Natal;3;3,407804089;0;14,24127818;Severe
27778;University of Pretoria;2;0,605193349;3;3,46308074;None
33303;University of Cape Town;3;2,369140969;2;9,545761835;Minimal
89881;Stellenbosch University;1;3,283091496;6;18,15495025;Moderate
41080;University of Johannesburg;3;3,66176807;5;22,88495397;Severe
79450;University of KwaZulu-Natal;1;1,155319462;1;3,907258559;None
58299;University of Pretoria;1;1,892322329;6;10,99331123;Minimal
90442;University of Cape Town;1;2,566762889;1;20,91264993;Moderate
54782;Stellenbosch University;1;3,879266392;3;8,215934796;Severe
10904;University of Johannesburg;3;3,413682866;0;2,006251491;None
